Firm,Link,Description,Phone,Address,State,Website,Practice Area
"Rhodes Law Firm, LLC",https://www.us-barassociation.org/firms/detail/14e3b86f8a373b88,"The Rhodes Law Firm is effective at recovering compensation for personal injury and nursing home negligence clients because Diana Rhodes is not just an attorney, she is a former health care professional. Attorney Rhodes understands the dynamics of the health care industry and the types of injuries patients can suffer.

Our legal team is dedicated to fighting for the rights of victims of accidents, medical malpractice, and nursing home and assisted living center injuries. We are here to help the victims of negligence and their loved ones. Attorney Rhodes has been handling personal injury cases for 20 years, she understands the physical and emotional pain you are going through, and she and her dedicated staff of professionals will guide you every step of the way.",Phone(s): (307) 222-0025,"2515 Warren Avenue Suite 501
Cheyenne, Wyoming
82001", Wyoming,N/A,"Health Care & Social, Medical Malpractice, Motor Vehicle Accidents, Personal Injury"
"Richard A. Erb, Jr., P.C.",https://www.us-barassociation.org/firms/detail/eb4f4162df4105a0,"Richard A. Erb, Jr., P.C., a general practice law firm with emphasis in Estate Planning (Wills, Trusts, Powers of Attorney), Business Planning (LLCs, Corporations, Partnerships), Personal Injury, General Litigation, Probate and Real Estate (Purchase or Sale, Leases, Landlord Issues).",Phone(s): (307) 682-0215,"222 South Gillette Avenue, Suite 310
Gillette, Wyoming
82716", Wyoming,N/A,Estate Planning
"Robert P. Schuster, P.C.",https://www.us-barassociation.org/firms/detail/dc98d4debc523ecc,"Robert P. Schuster, P.C., is a law firm devoted to complex commercial litigation and personal injury cases, including business torts, intellectual property disputes, patent infringement, oil and gas royalty litigation, traumatic brain injury, brain injury, carbon monoxide poisoning, and natural gas",Phone(s): (307) 732-7800,"Suite 204, 250 Veronica Lane, P.O. Box 13160
Jackson, Wyoming
83002", Wyoming,N/A,"Business Law, Industry, Intellectual Property, Litigation, Motor Vehicle Accidents, Personal Injury"
"Robert T. Moxley, P.C.",https://www.us-barassociation.org/firms/detail/90548d9145eaaf6a,"Robert T. Moxley, P.C. is an experienced law firm located in Cheyenne, Wyoming. Attorney Robert Moxley's practice is devoted to protecting his clients' rights. If you are facing criminal charges, serious personal injuries or violations of your civil rights, Mr. Moxley will put his experience and knowledge to work for you. He is often able to craft creative arguments to achieve his clients' legal goals, and legal scholarship is one of his significant strengths.",Phone(s): (307) 632-1112,"2718 Oneil Avenue
Cheyenne, Wyoming
82001", Wyoming,N/A,"Criminal Defense, Employment, Government, Motor Vehicle Accidents, Personal Injury"
Romsa Law Office P.C.,https://www.us-barassociation.org/firms/detail/754becb7b82463c7,"Romsa Law Office, P.C. is a trusted resource for legal service. Located in Cheyenne, Wyoming, Romsa Law Office has served residents throughout Wyoming for over 30 years with strong advocacy for each client’s unique legal challenges.

We are tough, knowledgeable advocates who deliver strong",Phone(s): (307) 433-8777,"2123 Pioneer Avenue
Cheyenne, Wyoming
82001", Wyoming,N/A,"Business Law, Commercial Law, Criminal Defense, Employment, Estate Planning, Medical Malpractice, Motor Vehicle Accidents, Personal Injury, Real Estate"
"Ross, Ross & Santini, L.L.C.",https://www.us-barassociation.org/firms/detail/e57802ae6b36c712,"Ross, Ross & Santini, L.L.C. is an experienced law firm based in Cheyenne, Wyoming. Our firm was established in 1950 by attorney Vincent Ross, who built a well-earned reputation as one of the most respected and successful criminal defense lawyers in Wyoming. For over five decades, we have continued this tradition of excellence and have expanded our legal services to fit the diverse needs of our growing community.

Supported by an experienced legal staff, our attorneys help clients find effective resolution to their legal problems. In divorce and family law matters, we provide assertive advocacy and thoughtful counsel, helping clients attain their goals. In personal injury cases, we aggressively fight for full, fair compensation. In our insurance defense practice, we draw from decades of experience of providing assertive and efficient representation in a wide range of claims.",Phone(s): (307) 632-8957,"307 East 18th Street
Cheyenne, Wyoming
82001", Wyoming,N/A,"Business Law, Criminal Defense, Divorce, Employment, Estate Planning, Family Law, Litigation, Motor Vehicle Accidents, Personal Injury"
Rothgerber Johnson & Lyons LLP,https://www.us-barassociation.org/firms/detail/9e2bf4ba8d249535,"Rothgerber Johnson & Lyons LLP, founded in 1903, is Colorado’s oldest continuously operating legal partnership and is among the state’s ten largest law firms. The firm is headquartered in Denver with additional offices in Colorado Springs, CO; Cheyenne, WY; and Casper WY. The firm has a diversified commercial practice, including litigation, banking, securities, employment, real estate, taxation, international business, and corporate law. The firm has 75 practicing attorneys.",Phone(s): (307) 638-6262,"One Pioneer Center, Ste 210, 2424 Pioneer Ave.
Cheyenne, Wyoming
82001", Wyoming,N/A,"Bankruptcy, Business Law, Commercial Law, Criminal Defense, Employment, Industry, Intellectual Property, International Law, Litigation, Motor Vehicle Accidents, Personal Injury, Real Estate, Tax"
"Schwartz, Bon, Walker, & Studer, LLC",https://www.us-barassociation.org/firms/detail/3ca0eceab5aae773,"Schwartz, Bon, Walker & Studer, LLC is one of the largest and most distinguished law firms in Wyoming. For over thirty years, the attorneys at Schwartz, Bon, Walker & Studer, LLC have successfully represented and assisted their clients in virtually every type of civil trial work (where people sue each other for money), as well as periodic representation of criminal defendants. The firm’s clients range from large American and international corporations to individuals injured through the fault of others. The firm’s lawyers have represented parties in cases involving personal injury, death, products liability, patent infringement, truck wrecks, explosions, fires, animals and construction—- to name just a few.",Phone(s): (307) 235-6681 or (888) 552-6957,"141 South Center, Suite 500
Casper, Wyoming
82601", Wyoming,N/A,"Business Law, Employment, Intellectual Property, Litigation, Motor Vehicle Accidents, Personal Injury, Real Estate"
"Steven Titus & Associates, PC",https://www.us-barassociation.org/firms/detail/adf1bab9f1ce0d80,"No matter what you are facing or how complex your case, you need a dedicated and knowledgeable advocate to help protect you from potentially life-altering penalties. You can trust us to work tirelessly to build a solid defense based on your unique circumstances.",Phone(s): (307) 257-7800,"207 South Gillette Avenue
Gillette, Wyoming
82716", Wyoming,N/A,"Criminal Defense, Divorce, Motor Vehicle Accidents, Personal Injury"
"Sundahl, Powers, Kapp and Martin, LLC",https://www.us-barassociation.org/firms/detail/96d7e14e60d8fa46,"The firm specializes in civil defense litigation. The attorneys at SPKM have developed expertise in a wide variety of areas, including personal injury, tort liability, professional malpractice, insurance defense, railroads and employment. SPKM also frequently represents both plaintiffs and defendants in construction litigation. The firm has an active administrative law practice, which includes representation of clients before the governmental boards, agencies and bodies.

Our approach is simple - SPKM is committed to providing the highest quality of legal services in the most cost-efficient and effective manner. Our clients, who range from Fortune 500 companies to family farms, benefit from the breadth of experience of SPKM’s attorneys. They receive the expertise and sophistication of a large law firm with the service, responsiveness and personal attention of a small Wyoming law firm regarding nearly any civil legal matter.

SPKM has been honored by the loyalty and respect of long-term clients, who have repeatedly looked to them for advice. The attorneys have also long been recognized by their peers as exemplars of the highest ethical and professional standards. SPKM has the highest rating available from Martindale-Hubbell for professional and ethical standards (AV), and its attorneys are consistently recognized as leaders in their fields by Super Lawyers, Best Lawyers in America and other publications.",Phone(s): (307) 632-6421,"1725 Carey Avenue
Cheyenne, Wyoming
82001", Wyoming,N/A,"Business Law, Government, Litigation, Medical Malpractice, Personal Injury, Real Estate"
